dataset.id,melody.id,note.id,melody.name,distance,canseekey,canseedoor,agentbehindleft,agentbehindright,agentinfrontright,agentinfrontleft,agentleft,agentright,agentbehind,agentinfront,doorquad,keyquad,agentquad,agenty,agentx,orientation,action,vertint12,articulation,comma,voice,ornament,dyn,phrase,bioi,deltast,accidental,mpitch,cpitch,barlength,pulses,tempo,mode,keysig,dur,onset,cpitch.order.ltm.cpitch,cpitch.weight.ltm.cpitch,cpitch.probability,cpitch.information.content,cpitch.entropy,cpitch.54,cpitch.55,cpitch.56,cpitch.57,cpitch.58,cpitch.59,cpitch.60,cpitch.61,cpitch.62,cpitch.63,cpitch.64,cpitch.65,cpitch.66,cpitch.67,cpitch.68,cpitch.69,cpitch.70,cpitch.71,cpitch.72,cpitch.73,cpitch.74,cpitch.75,cpitch.76,cpitch.77,cpitch.79,cpitch.81,probability,information.content,entropy,information.gain,
3,1,12,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,12,168,0,1.0,0.1252271,2.9973814,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.1252271,2.9973814,3.7803416,0.0,
3,1,13,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,12,180,0,1.0,0.1252271,2.9973814,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.1252271,2.9973814,3.7803416,0.0,
3,1,14,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,24,192,0,1.0,0.1252271,2.9973814,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.1252271,2.9973814,3.7803416,0.0,
3,1,15,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,-1,24,0,0,39,67,48,2,NA,0,-1,24,216,0,1.0,0.15040228,2.7331016,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.15040228,2.7331016,3.7803416,0.0,
3,1,16,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,1,24,0,0,38,65,48,2,NA,0,-1,12,240,0,1.0,0.13963147,2.840304,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.13963147,2.840304,3.7803416,0.0,
3,1,17,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,38,65,48,2,NA,0,-1,12,252,0,1.0,0.13963147,2.840304,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.13963147,2.840304,3.7803416,0.0,
3,1,18,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,38,65,48,2,NA,0,-1,24,264,0,1.0,0.13963147,2.840304,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.13963147,2.840304,3.7803416,0.0,
3,1,19,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,24,0,0,36,62,48,2,NA,0,-1,24,288,0,1.0,0.08266286,3.596617,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.08266286,3.596617,3.7803416,0.0,
3,1,20,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,24,0,0,35,60,48,2,NA,0,-1,12,312,0,1.0,0.09499092,3.3960667,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.09499092,3.3960667,3.7803416,0.0,
3,1,21,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,35,60,48,2,NA,0,-1,12,324,0,1.0,0.09499092,3.3960667,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.09499092,3.3960667,3.7803416,0.0,
3,1,22,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,38,65,48,2,NA,0,-1,24,336,0,1.0,0.13963147,2.840304,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.13963147,2.840304,3.7803416,0.0,
3,1,23,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,24,0,0,40,69,48,2,NA,0,-1,12,360,0,1.0,0.1252271,2.9973814,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.1252271,2.9973814,3.7803416,0.0,
3,1,24,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,12,372,0,1.0,0.1252271,2.9973814,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.1252271,2.9973814,3.7803416,0.0,
3,1,25,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,-1,12,0,0,39,67,48,2,NA,0,-1,36,384,0,1.0,0.15040228,2.7331016,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.15040228,2.7331016,3.7803416,0.0,
3,1,26,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,1,36,0,0,38,65,48,2,NA,0,-1,12,420,0,1.0,0.13963147,2.840304,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.13963147,2.840304,3.7803416,0.0,
3,1,27,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,35,60,48,2,NA,0,-1,12,432,0,1.0,0.09499092,3.3960667,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.09499092,3.3960667,3.7803416,0.0,
3,1,28,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,35,60,48,2,NA,0,-1,12,444,0,1.0,0.09499092,3.3960667,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.09499092,3.3960667,3.7803416,0.0,
3,1,29,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,35,60,48,2,NA,0,-1,12,456,0,1.0,0.09499092,3.3960667,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.09499092,3.3960667,3.7803416,0.0,
3,1,30,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,35,60,48,2,NA,0,-1,12,468,0,1.0,0.09499092,3.3960667,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.09499092,3.3960667,3.7803416,0.0,
3,1,31,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,38,65,48,2,NA,0,-1,12,480,0,1.0,0.13963147,2.840304,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.13963147,2.840304,3.7803416,0.0,
3,1,32,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,38,65,48,2,NA,0,-1,12,492,0,1.0,0.13963147,2.840304,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.13963147,2.840304,3.7803416,0.0,
3,1,33,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,38,65,48,2,NA,0,-1,12,504,0,1.0,0.13963147,2.840304,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.13963147,2.840304,3.7803416,0.0,
3,1,34,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,38,65,48,2,NA,0,-1,12,516,0,1.0,0.13963147,2.840304,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.13963147,2.840304,3.7803416,0.0,
3,1,35,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,12,528,0,1.0,0.1252271,2.9973814,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.1252271,2.9973814,3.7803416,0.0,
3,1,36,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,12,540,0,1.0,0.1252271,2.9973814,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.1252271,2.9973814,3.7803416,0.0,
3,1,37,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,12,552,0,1.0,0.1252271,2.9973814,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.1252271,2.9973814,3.7803416,0.0,
3,1,38,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,12,564,0,1.0,0.1252271,2.9973814,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.1252271,2.9973814,3.7803416,0.0,
3,1,39,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,42,72,48,2,NA,0,-1,12,576,0,1.0,0.08551778,3.5476317,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.08551778,3.5476317,3.7803416,0.0,
3,1,40,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,-1,12,0,0,42,72,48,2,NA,0,-1,12,588,0,1.0,0.08551778,3.5476317,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.08551778,3.5476317,3.7803416,0.0,
3,1,41,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,1,12,0,0,45,77,48,2,NA,0,-1,12,600,0,1.0,0.0101219835,6.626364,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.0101219835,6.626364,3.7803416,0.0,
3,1,42,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,43,74,48,2,NA,0,-1,12,612,0,1.0,0.038930703,4.682948,3.7803416,2.5953804e-4,0.0036335324,0.0012976901,0.0120685175,0.024396574,0.009473138,0.09499092,0.0045419154,0.08266286,0.029587336,0.06371658,0.13963147,0.020503502,0.15040228,0.012457825,0.1252271,0.049052685,0.02374773,0.08551778,0.0025953802,0.038930703,0.0060991435,0.0075266026,0.0101219835,0.0012976901,1.2976902e-4,0.038930703,4.682948,3.7803416,0.0,
