id,ONSET,DELTAST,BIOI,DUR,CPITCH,MPITCH,ACCIDENTAL,KEYSIG,MODE,BARLENGTH,PULSES,PHRASE,VOICE,ORNAMENT,COMMA,VERTINT12,ARTICULATION,DYN,dataset,melody,event
"Melch.EventId(0, 1, 96)",1392,0,12,12,72,42,0,-1,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,1,96
"Melch.EventId(0, 1, 97)",1404,0,12,12,69,40,0,-1,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,1,97
"Melch.EventId(0, 1, 98)",1416,0,12,12,69,40,0,-1,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,1,98
"Melch.EventId(0, 1, 99)",1428,0,12,12,69,40,0,-1,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,1,99
"Melch.EventId(0, 1, 100)",1440,0,12,12,69,40,0,-1,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,1,100
"Melch.EventId(0, 1, 101)",1452,0,12,12,67,39,0,-1,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,1,101
"Melch.EventId(0, 1, 102)",1464,0,12,12,65,38,0,-1,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,1,102
"Melch.EventId(0, 1, 103)",1476,0,12,12,67,39,0,-1,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,1,103
"Melch.EventId(0, 1, 104)",1488,0,12,24,69,40,0,-1,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,1,104
"Melch.EventId(0, 1, 105)",1512,0,24,24,65,38,0,-1,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,1,105
"Melch.EventId(0, 1, 106)",1536,0,24,36,65,38,0,-1,0,48,2,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,1,106
"Melch.EventId(0, 2, 1)",72,0,1,24,71,41,0,1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,2,1
"Melch.EventId(0, 2, 2)",96,0,24,24,74,43,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,2
"Melch.EventId(0, 2, 3)",120,0,24,24,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,3
"Melch.EventId(0, 2, 4)",144,0,24,24,72,42,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,4
"Melch.EventId(0, 2, 5)",168,0,24,24,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,5
"Melch.EventId(0, 2, 6)",192,0,24,24,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,6
"Melch.EventId(0, 2, 7)",216,0,24,12,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,7
"Melch.EventId(0, 2, 8)",228,0,12,12,66,38,1,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,8
"Melch.EventId(0, 2, 9)",240,0,12,36,62,36,0,1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,2,9
"Melch.EventId(0, 2, 10)",288,12,48,36,74,43,0,1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,2,10
"Melch.EventId(0, 2, 11)",324,0,36,12,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,11
"Melch.EventId(0, 2, 12)",336,0,12,24,72,42,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,12
"Melch.EventId(0, 2, 13)",360,0,24,12,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,13
"Melch.EventId(0, 2, 14)",372,0,12,12,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,14
"Melch.EventId(0, 2, 15)",384,0,12,24,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,15
"Melch.EventId(0, 2, 16)",408,0,24,24,72,42,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,16
"Melch.EventId(0, 2, 17)",432,0,24,24,74,43,0,1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,2,17
"Melch.EventId(0, 2, 18)",456,0,24,24,71,41,0,1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,2,18
"Melch.EventId(0, 2, 19)",480,0,24,24,74,43,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,19
"Melch.EventId(0, 2, 20)",504,0,24,24,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,20
"Melch.EventId(0, 2, 21)",528,0,24,24,72,42,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,21
"Melch.EventId(0, 2, 22)",552,0,24,12,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,22
"Melch.EventId(0, 2, 23)",564,0,12,12,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,23
"Melch.EventId(0, 2, 24)",576,0,12,24,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,24
"Melch.EventId(0, 2, 25)",600,0,24,24,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,25
"Melch.EventId(0, 2, 26)",624,0,24,36,62,36,0,1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,2,26
"Melch.EventId(0, 2, 27)",672,12,48,24,67,39,0,1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,2,27
"Melch.EventId(0, 2, 28)",696,0,24,12,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,28
"Melch.EventId(0, 2, 29)",708,0,12,12,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,29
"Melch.EventId(0, 2, 30)",720,0,12,24,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,30
"Melch.EventId(0, 2, 31)",744,0,24,24,62,36,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,31
"Melch.EventId(0, 2, 32)",768,0,24,48,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,2,32
"Melch.EventId(0, 2, 33)",816,0,48,48,67,39,0,1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,2,33
"Melch.EventId(0, 3, 1)",72,0,1,24,66,38,1,2,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,1
"Melch.EventId(0, 3, 2)",96,0,24,24,66,38,1,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,2
"Melch.EventId(0, 3, 3)",120,0,24,24,62,36,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,3
"Melch.EventId(0, 3, 4)",144,0,24,24,66,38,1,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,4
"Melch.EventId(0, 3, 5)",168,0,24,24,69,40,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,5
"Melch.EventId(0, 3, 6)",192,0,24,24,74,43,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,6
"Melch.EventId(0, 3, 7)",216,0,24,24,74,43,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,7
"Melch.EventId(0, 3, 8)",240,0,24,24,66,38,1,2,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,8
"Melch.EventId(0, 3, 9)",264,0,24,24,69,40,0,2,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,9
"Melch.EventId(0, 3, 10)",288,0,24,36,71,41,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,10
"Melch.EventId(0, 3, 11)",324,0,36,12,71,41,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,11
"Melch.EventId(0, 3, 12)",336,0,12,24,64,37,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,12
"Melch.EventId(0, 3, 13)",360,0,24,24,64,37,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,13
"Melch.EventId(0, 3, 14)",384,0,24,72,62,36,0,2,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,14
"Melch.EventId(0, 3, 15)",456,0,72,12,69,40,0,2,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,15
"Melch.EventId(0, 3, 16)",468,0,12,12,69,40,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,16
"Melch.EventId(0, 3, 17)",480,0,12,24,66,38,1,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,17
"Melch.EventId(0, 3, 18)",504,0,24,24,62,36,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,18
"Melch.EventId(0, 3, 19)",528,0,24,24,66,38,1,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,19
"Melch.EventId(0, 3, 20)",552,0,24,24,69,40,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,20
"Melch.EventId(0, 3, 21)",576,0,24,48,74,43,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,21
"Melch.EventId(0, 3, 22)",624,0,48,24,71,41,0,2,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,22
"Melch.EventId(0, 3, 23)",648,0,24,12,73,42,1,2,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,23
"Melch.EventId(0, 3, 24)",660,0,12,12,74,43,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,24
"Melch.EventId(0, 3, 25)",672,0,12,36,76,44,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,25
"Melch.EventId(0, 3, 26)",708,0,36,12,73,42,1,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,26
"Melch.EventId(0, 3, 27)",720,0,12,24,69,40,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,27
"Melch.EventId(0, 3, 28)",744,0,24,24,69,40,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,28
"Melch.EventId(0, 3, 29)",768,0,24,72,69,40,0,2,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,29
"Melch.EventId(0, 3, 30)",840,0,72,24,69,40,0,2,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,30
"Melch.EventId(0, 3, 31)",864,0,24,24,66,38,1,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,31
"Melch.EventId(0, 3, 32)",888,0,24,24,62,36,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,32
"Melch.EventId(0, 3, 33)",912,0,24,24,66,38,1,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,33
"Melch.EventId(0, 3, 34)",936,0,24,24,69,40,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,34
"Melch.EventId(0, 3, 35)",960,0,24,24,74,43,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,35
"Melch.EventId(0, 3, 36)",984,0,24,24,76,44,0,2,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,36
"Melch.EventId(0, 3, 37)",1008,0,24,24,74,43,0,2,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,37
"Melch.EventId(0, 3, 38)",1032,0,24,12,66,38,1,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,38
"Melch.EventId(0, 3, 39)",1044,0,12,12,66,38,1,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,39
"Melch.EventId(0, 3, 40)",1056,0,12,24,67,39,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,40
"Melch.EventId(0, 3, 41)",1080,0,24,24,67,39,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,41
"Melch.EventId(0, 3, 42)",1104,0,24,24,74,43,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,42
"Melch.EventId(0, 3, 43)",1128,0,24,12,73,42,1,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,43
"Melch.EventId(0, 3, 44)",1140,0,12,12,71,41,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,44
"Melch.EventId(0, 3, 45)",1152,0,12,72,69,40,0,2,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,45
"Melch.EventId(0, 3, 46)",1224,0,72,12,69,40,0,2,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,3,46
"Melch.EventId(0, 3, 47)",1236,0,12,12,69,40,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,47
"Melch.EventId(0, 3, 48)",1248,0,12,24,62,36,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,48
"Melch.EventId(0, 3, 49)",1272,0,24,24,62,36,0,2,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,3,49
